Artista,Cancion,Palabra,Contexto
Los Cadetes De Linares,"Hierba, Polvo Y Plomo",dinero,... daría ni mucho menos dinero ramiro le contestó tú ...
Los Cadetes De Linares,"Hierba, Polvo Y Plomo",pistola,... de nada sacó su pistola escuadra y le disparó ...
Los Tigres Del Norte,Los Aguaceros De Mayo,caballo,... huellas que dejó el caballo perdieron el rumbo que ...
Los Tigres Del Norte,Los Aguaceros De Mayo,gallo,... bajo de noche aquel gallo y al ver los ...
Los Tigres Del Norte,Los Aguaceros De Mayo,diablo,... como ponerle espuelas al diablo junto a la gente ...
Los Tigres Del Norte,Los Aguaceros De Mayo,gente,... diablo junto a la gente del pueblo los voy ...
Los Tigres Del Norte,Los Aguaceros De Mayo,hombres,... tragó su corage los hombres peinaron aquellos parajes pero ...
Los Tigres Del Norte,Mi Negocio Está Seguro,gallo,... navaja cual si fueras gallo fino en el triunfo ...
Los Tigres Del Norte,Mi Negocio Está Seguro,dinero,... el triunfo y el dinero siempre salen enemigos las ...
vagón chicano,Carro Negro,carro,... carro negro 89 recordarte yo ...
vagón chicano,Carro Negro,polvo,... carreras ahí cargabas el polvo para que nadie supiera ...
vagón chicano,Carro Negro,federales,... pecho a todos los federales en días ordaz nació ...
vagón chicano,Carro Negro,mal,... destino les hizo una mal jugada corriendo en la ...
vagón chicano,Carro Negro,carro,... una curva cerrada del carro negro y maguila nunca ...
"Natanael Cano, Junior H, Dan Sanchez",Disfruto Lo Malo,billetes,... en la lumbre ganando billetes rifando mi suerte sigo ...
"Natanael Cano, Junior H, Dan Sanchez",Disfruto Lo Malo,compa,... fijón puros corridos tumbados compa nata así es compa ...
"Natanael Cano, Junior H, Dan Sanchez",Disfruto Lo Malo,compa,... compa nata así es compa junior ea no solo ...
"Natanael Cano, Junior H, Dan Sanchez",Disfruto Lo Malo,dinero,... a ninguna buscan el dinero no es por ser ...
"Natanael Cano, Junior H, Dan Sanchez",El Chamaquito,gente,... pudo quitar hay mucha gente que lo difama solo ...
"Natanael Cano, Junior H, Dan Sanchez",El Chamaquito,compa,... eah puros corridos tumbados compa dan igual compa nata ...
"Natanael Cano, Junior H, Dan Sanchez",El Chamaquito,compa,... tumbados compa dan igual compa nata la vecina por ...
"Natanael Cano, Junior H, Dan Sanchez",El Chamaquito,barrio,... en la escuela del barrio aprendió y se graduó ...
"Natanael Cano, Junior H, Dan Sanchez",Buenos Ratos,gente,... estoy preparando con la gente que a mí me ...
"Natanael Cano, Junior H, Dan Sanchez",Buenos Ratos,compa,... avión tú síguela matando compa junior los corridos tumbados ...
Natanael Cano,Compa Bladi,compa,... compa bladi saque un pase ...
Natanael Cano,Compa Bladi,polvo,... a un veneno es polvo de ángel y pa ...
Natanael Cano,Compa Bladi,levantón,... lo mejor para el levantón se prende un gallo ...
Natanael Cano,Compa Bladi,gallo,... levantón se prende un gallo para elevarse la buena ...
Natanael Cano,Compa Bladi,compa,... ya se le amaneció compa bladi 4-20 viejo clica ...
Natanael Cano,Compa Bladi,levantón,... lo mejor para el levantón se prende un gallo ...
Natanael Cano,Compa Bladi,gallo,... levantón se prende un gallo para elevarse la buena ...
Natanael Cano,La Torre NY,miedo,... ya no tengo miedo de irme a dormir ...
Natanael Cano,La Torre NY,compa,... va mucho mejor viejones compa junior compa nata puros ...
Natanael Cano,La Torre NY,compa,... mejor viejones compa junior compa nata puros corridos tumbaos ...
Natanael Cano,La Torre NY,gallo,... mejor me prendo un gallo y vuelo lejos del ...
Natanael Cano,Aunque Les Pese,billetes,... y ahora rolan los billetes darme pa abajo es ...
Natanael Cano,Aunque Les Pese,compa,... y así suena su compa nata con la fuerza ...
Natanael Cano,Corridos Tumbados,miedo,... mejor no me da miedo y represento el movimiento ...
Natanael Cano,Corridos Tumbados,polvo,... doble vaso retacado y polvo en mi nariz una ...
Natanael Cano,Corridos Tumbados,gente,... un hoyo negro la gente solo te quiere hundir ...
Natanael Cano,Corridos Tumbados,miedo,... volar no me da miedo y represento el movimiento ...
Natanael Cano,Corridos Tumbados,polvo,... doble vaso retacado y polvo en mi nariz una ...
Natanael Cano,Corridos Tumbados,gente,... un hoyo negro la gente solo te quiere hundir ...
Los Tigres Del Norte,Por Portar Un Arma (Diálogo),pistola,... que no anduviera con pistola pero uno no entiende ...
Los Tigres Del Norte,Por Portar Un Arma (Diálogo),matar,... un arma iba a matar una persona y paso ...
Natanael Cano,Golpes De La Vida,dinero,... una familia con mucho dinero me enseñaron que debía ...
Natanael Cano,Golpes De La Vida,compa,... con lumbre viejones su compa natanael cano y su ...
Natanael Cano,Golpes De La Vida,dinero,... una familia con mucho dinero me enseñaron que debía ...
La Plebada,Placoseo Como Se Debe,mujeres,... debe todos rodeados de mujeres para placosiar como se ...
La Plebada,Placoseo Como Se Debe,gallo,... la vez con un gallo cada quien yeh hay ...
La Plebada,Placoseo Como Se Debe,dinero,... con las plebes haciendo dinero antes que pegue todo ...
La Plebada,Placoseo Como Se Debe,mujeres,... debe todos rodeados de mujeres para placosiar como se ...
La Plebada,Placoseo Como Se Debe,gallo,... la vez con un gallo cada quien yeh uh ...
La Plebada,Placoseo Como Se Debe,polvo,... estilo pues saco un polvo blanco porque estamos negociando ...
La Plebada,Placoseo Como Se Debe,banda,... maza tráiganse a la banda el sauce y la ...
La Plebada,Placoseo Como Se Debe,mujeres,... debe todos rodeados de mujeres para placosiar como se ...
La Plebada,Placoseo Como Se Debe,gallo,... la vez con un gallo cada quien yeh ...
La Plebada,No Hay Más,gente,... para manejar soy de gente humilde pero quise más ...
La Plebada,No Hay Más,sierra,... a asustar de la sierra soy original me lo ...
La Plebada,No Hay Más,gente,... me junté con mala gente empezamos a hacer billete ...
La Plebada,No Hay Más,muerte,... uno de la santa muerte de raíces humildes de ...
La Plebada,No Hay Más,gente,... para manejar soy de gente humilde pero quise más ...
La Plebada,No Hay Más,sierra,... a asustar de la sierra soy original me lo ...
La Plebada,No Hay Más,sierra,... del desierto a la sierra hay serpientes trucha te ...
La Plebada,No Hay Más,frente,... o gorro en la frente oro y diamante en ...
La Plebada,No Hay Más,caballo,... en los dientes un caballo por veredas sonando las ...
La Plebada,No Hay Más,gente,... para manejar soy de gente humilde pero quise más ...
La Plebada,No Hay Más,sierra,... a asustar de la sierra soy original me lo ...
Bronco,Amor Salvaje,caballo,... de amor pues mi caballo al cielo voló y ...
Bronco,Amor Salvaje,muerte,... fue un duelo a muerte mi fiel caballo defendió ...
Bronco,Amor Salvaje,caballo,... a muerte mi fiel caballo defendió su yegua hasta ...
Bronco,Amor Salvaje,muerte,... la yegua busco la muerte para alcanzar a su ...
Bronco,Amor Salvaje,caballo,... de amor pues mi caballo al cielo voló y ...
Bronco,Amor Salvaje,muerte,... fue un duelo a muerte mi fiel caballo defendió ...
Bronco,Amor Salvaje,caballo,... a muerte mi fiel caballo defendió su yegua hasta ...
Bronco,Amor Salvaje,muerte,... la yegua buscó la muerte para alcanzar a su ...
Alfredo Olivas,El Día De Los Muertos,mal,... por no atacar ese mal si ya estaba enterado ...
Alfredo Olivas,El Día De Los Muertos,muerte,... era alérgico a la muerte qué hago en este ...
Alfredo Olivas,El Día De Los Muertos,tierra,... échenme un puño de tierra y la cierran por ...
Carin León,San Judas Enmicado,pistola,... un tiro en la pistola y la precisó en ...
Carin León,San Judas Enmicado,caballo,... cayeron dos de a caballo y uno en vestido ...
Carin León,San Judas Enmicado,muerte,... los hechos ni darle muerte a su amada de ...
Carin León,San Judas Enmicado,pistola,... fuera un milagro la pistola no tronó rafa quedó ...
Carin León,Es Lo Que Hay,compa,... ruge el león su compa carin león viejo vámonos ...
Carin León,Es Lo Que Hay,gente,... tomando ayuda a su gente porque es hombre fino ...
Carin León,Es Lo Que Hay,malos,... retirar y los perros malos haciéndole guardia también por ...
Carin León,J & A,cuatro,... nunca estorba la suerte cuatro hojas tenía ese trébol ...
Carin León,J & A,perdió,... donde el hombre la perdió se curtió por eso ...
Carin León,J & A,compa,... el león viejo su compa carin león y nos ...
Carin León,J & A,compa,... fuimos hasta la cigala compa juan carlos ay-yay uno ...
Carin León,J & A,dinero,... otra historia todo el dinero que gasta sánchez lo ...
Carin León,J & A,tira,... de confianza que siempre tira de esquina su ahijado ...
Carin León,J & A,gente,... no vengan a contarle gente grande contribuye a su ...
Carin León,Tupido y Ancho,banda,... es buen amigo la banda jalando por la h ...
Carin León,Tupido y Ancho,gente,... aquí todos son bienvenidos gente humilde siempre he sido ...
Carin León,Tupido y Ancho,banda,... los corridos con la banda siempre ambientan las hembras ...
Carin León,Tupido y Ancho,carga,... tupido y ancho siempre carga el martillo en el ...
Carin León,Tupido y Ancho,compa,... nombre cuento con mi compa pancho abusados que vengo ...
Carin León,Tupido y Ancho,gente,... me tienten ni la gente ni el terreno no ...
Carin León,Tupido y Ancho,banda,... los corridos con la banda siempre ambientan las hembras ...
Carin León,Don Agapito,corrido,... nombre tan grande el corrido es para un hombre ...
Carin León,Don Agapito,banda,... empezó a sonar la banda allá por la palma ...
Carin León,Don Agapito,millones,... no es que apueste millones lo hace por el ...
Paulo Londra,Homerun (Intro),frente,... entonces salgo pa el frente me hice má fuerte ...
Paulo Londra,Homerun (Intro),gente,... peso para toda mi gente bateé de repente lo ...
Paulo Londra,Tal Vez,mal,... pero en realidad sabe mal y que me tiene ...
Paulo Londra,Tal Vez,mal,... acá sigo esperándote qué mal por mí que haga ...
Paulo Londra,Tal Vez,mal,... costumbre pa mí qué mal por mí porque tal ...
Paulo Londra,Tal Vez,frente,... le sobra experiencia al frente de la audiencia normal ...
Paulo Londra,Tal Vez,gente,... no piensa en la gente no una chica que ...
Paulo Londra,Tal Vez,mal,... amigas asesina me hace mal mal si la veo ...
Paulo Londra,Tal Vez,mal,... asesina me hace mal mal si la veo llamo ...
Paulo Londra,Maldita Abusadora,mal,... ah-ah eso me tiene mal ah-ah yeah yeah yeah ...
Paulo Londra,Maldita Abusadora,mal,... ah-ah eso me tiene mal ah-ah yeah yeah yeah ...
Paulo Londra,Maldita Abusadora,jefe,... cangreburger nosotro somo los jefe de don cangrejo papá ...
Paulo Londra,Dimelo,mal,... el que la tiene mal el otro nos vive ...
Paulo Londra,Dimelo,miedo,... mami yo no tengo miedo para fugarme mira mi ...
Paulo Londra,Chica Paranormal,cuatro,... limbo dentro de esa cuatro parede siento que la ...
Paulo Londra,Chica Paranormal,miedo,... compañía me sacaría del miedo que me generan toda ...
Paulo Londra,Chica Paranormal,mal,... que sólo no causa mal yeah-eh-eh querida mía olvidémono ...
Paulo Londra,Nena Maldicion,miedo,... para hacerle ternura sin miedo a qué diga la ...
Paulo Londra,Nena Maldicion,gente,... a qué diga la gente yo sé bien lo ...
Paulo Londra,Sigan Hablando De Mi,real,... soy no eh bien real como mirar tu cara ...
Paulo Londra,Sigan Hablando De Mi,frente,... mirar tu cara al frente el espejo ay en ...
Paulo Londra,Sigan Hablando De Mi,dinero,... drums y kristo haciendo dinero oh oh oh chin ...
Redimi2,La Fiesta,frente,... la ducha cantando y frente al espejo bailando me ...
Redimi2,La Fiesta,camioneta,... me bajé de la camioneta lleno de emoción al ...
Redimi2,La Fiesta,gente,... emoción al ver la gente que llegaba hasta niños ...
Redimi2,La Fiesta,gente,... escuchando la música y gente cantando en la puerta ...
Redimi2,La Fiesta,frente,... y pasé hacia el frente y me arrodillé mi ...
Redimi2,Quién Contra Mí,ley,... por gracia nunca por ley si te pica como ...
Redimi2,Quién Contra Mí,miedo,... chambea ya no tengo miedo porque cristo pone el ...
Redimi2,Quién Contra Mí,miedo,... pero ya no hay miedo porque cristo pone el ...
Redimi2,No Pararé,cuatro,... nadie podrá pararme six cuatro tres dos one no ...
Redimi2,No Pararé,gente,... predicando y que la gente siga llegando rap rap ...
Redimi2,No Pararé,muerte,... y sin hablar la muerte está vigilando esperando a ...
Karol G,Culpables,real,... karol g bebecita anuel real hasta la muerte oíste ...
Karol G,Culpables,muerte,... anuel real hasta la muerte oíste bebé brrr baby ...
Karol G,Culpables,calle,... de irnos pa la calle eh y salí con ...
Karol G,Culpables,real,... otra traición también anuel real hasta la muerte oíste ...
Karol G,Culpables,muerte,... anuel real hasta la muerte oíste bebé mera dime ...
Millonario,Tío Rico,diablo,... el supremo kaio-sama el diablo me cuida en la ...
Millonario,Tío Rico,policía,... me cuidan de la policía cuídame maría ven maría ...
Millonario,Tío Rico,dinero,... busca de fama y dinero le tiré bala fría ...
Skool 77,Una Vida Al Gusto,muerte,... desde antes de mi muerte seguro que mi suerte ...
Skool 77,Una Vida Al Gusto,fusil,... dame el microfono es fusil y a dispararle al ...
Skool 77,Una Vida Al Gusto,dinero,... blanco politicos malroban tu dinero aunque lo tengas en ...
Skool 77,Una Vida Al Gusto,mujeres,... dejaran de morir niños mujeres y civiles pueden matar ...
Skool 77,Una Vida Al Gusto,matar,... mujeres y civiles pueden matar la carne pero nunca ...
Skool 77,Una Vida Al Gusto,muerte,... desde antes de mi muerte seguro que mi suerte ...
Skool 77,Una Vida Al Gusto,muerte,... desde antes de mi muerte seguro que mi suerte ...
Skool 77,Esperanza,real,... esta es la combinación real stylo san luis tenemos ...
Skool 77,Esperanza,tierra,... la leyenda de una tierra bien lejana un territorio ...
Skool 77,Esperanza,miedo,... pero me confieso tengo miedo no se puede vivir ...
Skool 77,Esperanza,policía,... o tal vez el policía devuelvan el país devuelvan ...
Skool 77,Esperanza,gente,... que trabajan somos más gente buena personas que no ...
Skool 77,Esperanza,levantón,... cuota o viene el levantón jóvenes y adultos no ...
Skool 77,Esperanza,frente,... el sudor de tu frente llevar a flote a ...
Skool 77,Esperanza,policía,... día me asusta la policía servir y proteger donde ...
Hood P,3 AM,gente,... es mi fam la gente con la que yo ...
Hood P,3 AM,mal,... bien tampoco en pasarla mal mal no me retuercen ...
Hood P,3 AM,mal,... tampoco en pasarla mal mal no me retuercen los ...
Hood P,3 AM,gente,... el viaje con mi gente creeme bien sin ti ...
Lirika Inverza,Pasa,barrio,... un graffiti en el barrio pues tengo el amor ...
Lirika Inverza,Pasa,dinero,... felicidad creen que el dinero es un dios que ...
Lirika Inverza,Todos,muerte,... todos temen a la muerte y si no es ...
Lirika Inverza,Todos,dinero,... es poder sexo y dinero todo todo el mundo ...
Santa Fe Klan,Adiccion,mota,... el humo de la mota el dedo para la ...
Santa Fe Klan,Adiccion,gallo,... importa y hasta tengo gallo para forjarlo no batallo ...
Santa Fe Klan,Adiccion,gallo,... le fallo quiero otro gallo en el vecindario un ...
Santa Fe Klan,Adiccion,barrio,... y tequila en el barrio es la party traigo ...
Santa Fe Klan,Adiccion,barrio,... me la fumo el barrio perfumo al tiro que ...
Santa Fe Klan,Adiccion,calle,... vecinos que en la calle hay un escándalo sacalo ...
Santa Fe Klan,Adiccion,mercancía,... bajaremos el vuelo esta mercancía controla todo el terreno ...
Santa Fe Klan,Adiccion,mujeres,... cd nunca nos faltan mujeres dinero ni mary jane ...
Santa Fe Klan,Adiccion,dinero,... nunca nos faltan mujeres dinero ni mary jane crazy ...
Tiro Loko,16 Toneladas,mota,... a nuevo huele a mota chida con la que ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Tiro Loko,16 Toneladas,perico,... abrimos las botellas pedimos perico y se prende el ...
Tiro Loko,16 Toneladas,compa,... el churrón hoy mi compa el tiro loko se ...
Tiro Loko,16 Toneladas,mota,... flow traigo party traigo mota pa aventar traigo filtros ...
Tiro Loko,16 Toneladas,real,... prendida con pura rima real traigo ganas de ponerme ...
Tiro Loko,16 Toneladas,mal,... que te cura todo mal 16 toneladas de rap ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Tiro Loko,16 Toneladas,mota,... de nuevo león una mota de san diego y ...
Alemán,Del 98,patrón,... perdido el hip-hop el patrón el rey el jefe ...
Alemán,Del 98,jefe,... patrón el rey el jefe en esto del rap ...
Alemán,Del 98,blunt,... veo fabuloso fumando un blunt de uva nada impide ...
Joan Sebastian,Pachito,tierra,... un hombre de mi tierra de esta tierra sin ...
Joan Sebastian,Pachito,tierra,... mi tierra de esta tierra sin igual que tocaba ...
Joan Sebastian,Pachito,cuatro,... el panteón ahí estaban cuatro sirios ahí estaba en ...
Junior H,Hey CJ,tierra,... guadala la tierra que me va nació ...
Junior H,Hey CJ,compa,... yo puro arte mata compa junior compa steve y ...
Junior H,Hey CJ,compa,... arte mata compa junior compa steve y sigue la ...
Junior H,Si Quieren,real,... de aquí pa l real andan así ahí le ...
Junior H,Si Quieren,compa,... así ahí le va compa tovar compa pastillas hasta ...
Junior H,Si Quieren,compa,... le va compa tovar compa pastillas hasta denver viejones ...
Junior H,Si Quieren,real,... de aquí pa l real andan así ...
Junior H,Pause,barrio,... un audi en el barrio bolsas de hierba pura ...
Junior H,Pause,hierba,... el barrio bolsas de hierba pura gorilita del suelo ...
Junior H,Pause,dinero,... realidad hoy todo es dinero ya no hay sinceros ...
Junior H,Pause,compa,... polvear ahí le va compa audi la gorilita pura ...
Junior H,Pause,dinero,... gastar mi tiempo es dinero y no le puedo ...
Junior H,Pause,diablo,... se me mete el diablo no me detengo hago ...
Junior H,Pause,gente,... recia me rodeo de gente son mis amigos música ...
Junior H,La Piel Rayada,gente,... tennessee él va la gente siempre lo ha de ...
Junior H,La Piel Rayada,defender,... menos menso se sabe defender y mete las manos ...
Junior H,La Piel Rayada,gente,... verga lo que la gente le diga es respetuoso ...
Junior H,La Piel Rayada,wax,... una plumita de la wax nos vamos a enfiestar ...
Junior H,Dicen,mal,... que porque soy maleducado mal hablado criticando pues a ...
Junior H,Dicen,gente,... negras marihuano odio la gente que habla de humildad ...
Junior H,Dicen,gente,... poner las letras la gente se entera se lo ...
Junior H,Dicen,mal,... que porque soy maleducado mal hablado criticando pues a ...
Junior H,Mente positiva,cuerno,... que si saco un cuerno ellas también quieran jalarle ...
Junior H,Mente positiva,muerte,... jalarle que si la muerte que si el dinero ...
Junior H,Mente positiva,dinero,... muerte que si el dinero que hay que corretear ...
Junior H,Mente positiva,polvo,... no voy a parar polvo mujeres y amigos me ...
Junior H,Mente positiva,mujeres,... voy a parar polvo mujeres y amigos me gusta ...
Junior H,Mente positiva,compa,... y ahí le va compa chuchito hasta tijuana viejo ...
Junior H,Mente positiva,policía,... luces atrás viene un policía no soy hocicón y ...
Junior H,Mente positiva,dinero,... la vida siempre trae dinero y pide ayudar a ...
Junior H,Mente positiva,carro,... familia siempre trae buen carro pa levantar buenas morras ...
Junior H,Mente positiva,muerte,... gorra que si la muerte que si el dinero ...
Junior H,Mente positiva,dinero,... muerte que si el dinero que hay que corretear ...
Junior H,Mente positiva,polvo,... no voy a parar polvo mujeres y amigos me ...
Junior H,Mente positiva,mujeres,... voy a parar polvo mujeres y amigos me gusta ...
Junior H,Con Un Presidente,cocaína,... saco la bolsita pura cocaína mis vicios mis vicios ...
Junior H,Con Un Presidente,billetes,... nadie patrocina traigo los billetes envueltos en ligas enamorado ...
Junior H,Con Un Presidente,mujeres,... ligas enamorado de algunas mujeres a primera vista hay ...
Junior H,Con Un Presidente,muerte,... en bailar con la muerte no es que intente ...
Junior H,Con Un Presidente,compa,... incomodan cuando estoy presente compa esteban compa junior sigue ...
Junior H,Con Un Presidente,compa,... estoy presente compa esteban compa junior sigue la mata ...
Junior H,Con Un Presidente,miedo,... nada si no cargo miedo con la frente en ...
Junior H,Con Un Presidente,frente,... cargo miedo con la frente en alto y siempre ...
Junior H,Con Un Presidente,frente,... y siempre voy de frente que se escuchen recio ...
Junior H,Con Un Presidente,polvo,... escuchen recio corridos de polvo no porque soy joven ...
Junior H,Con Un Presidente,billetes,... nadie patrocina traigo los billetes envueltos en ligas line ...
Junior H,No Me Pesa,miedo,... 4-5 y más sin miedo a la acción se ...
Junior H,No Me Pesa,dinero,... calor derechito o chueco dinero es dinero y ya ...
Junior H,No Me Pesa,dinero,... o chueco dinero es dinero y ya los gasto ...
Junior H,No Me Pesa,corrido,... pesado atrás tocan mi corrido y me dan ganas ...
Junior H,No Me Pesa,levantón,... lo mejor para el levantón ...
Junior H,Tingo Y Tango,compa,... aquí sobra el hombre compa chachito uh-uh-uh sigue la ...
Junior H,Tingo Y Tango,dinero,... algunas no valoran del dinero se enamoran de whisky ...
Junior H,Tingo Y Tango,polvo,... levantar rolo con amigos polvo angelical una ram zumbando ...
Junior H,Tingo Y Tango,compa,... se pone a tomar compa may no falla siempre ...
Junior H,Rambo El Apodo,calle,... la la vagancia de calle mi identidad de ahí ...
Junior H,Rambo El Apodo,mal,... y también de lo mal detrás torretas lejos se ...
Junior H,Rambo El Apodo,compa,... ve de brillar el compa winni listo pa lo ...
Junior H,Rambo El Apodo,compa,... carnal ahí le va compa rambito hasta sinaloa uh ...
Junior H,El Chachito Anda Alegre,gente,... se encerró con su gente por un lado andan ...
Junior H,El Chachito Anda Alegre,gente,... viejitos y mis padres gente de mucho valor qué ...
Junior H,El Chachito Anda Alegre,compa,... olvida el pasado mi compa el chachito tal vez ...
Junior H,El Chachito Anda Alegre,compa,... amigos ahí le va compa chachito hasta tijuana baja ...
Junior H,El Chachito Anda Alegre,compa,... olvida el pasado mi compa el chachito tal vez ...
Natanael Cano,10 Segundos ,gallo,... quemándome un gallo veo mi vida en ...
Natanael Cano,10 Segundos ,gente,... estoy avanzando con mi gente y esto no se ...
Natanael Cano,Pal Que Dijo Que No,calle,... di cuenta que la calle es un farsante que ...
Natanael Cano,Pal Que Dijo Que No,cártel,... vivo mis amigos del cártel efectivo yah y un ...
Natanael Cano,Pal Que Dijo Que No,calle,... venga a roncar de calle se cayó y oh ...
Natanael Cano,Pal Que Dijo Que No,calle,... el que ronque de calle que más nunca va ...
Natanael Cano,Pal Que Dijo Que No,calle,... nosotros nos parió la calle los quarters ready pa ...
Natanael Cano,Pal Que Dijo Que No,miedo,... así aquí nadie tiene miedo a morir y pal ...
Natanael Cano,Pal Que Dijo Que No,calle,... venga a roncar de calle se cayó lo mismo ...
Natanael Cano,Pal Que Dijo Que No,gallo,... xanax lo mismo un gallo a que me prenda ...
Natanael Cano,Pal Que Dijo Que No,frente,... un tiro en la frente pa no respirar te ...
Natanael Cano,Pal Que Dijo Que No,dinero,... mucho ticket en fila dinero que llueve pa bajo ...
Natanael Cano,Pal Que Dijo Que No,calle,... venga a roncar de calle se cayó oh pal ...
Natanael Cano,Pal Que Dijo Que No,calle,... venga a roncarme de calle se cayó brrr ey ...
Porte Diferente,Prefiero Parranda,cuatro,... en la espalda ah-ah cuatro en la mañana tú ...
Porte Diferente,Prefiero Parranda,cuatro,... me llames a las cuatro e la mañana porque ...
Porte Diferente,Prefiero Parranda,calle,... la miré en la calle a la verga qué ...
Porte Diferente,Prefiero Parranda,matar,... que se llegan a matar esta parranda ah-ah cuatro ...
Porte Diferente,Prefiero Parranda,cuatro,... matar esta parranda ah-ah cuatro en la mañana tú ...
Porte Diferente,Prefiero Parranda,cuatro,... me llames a las cuatro e la mañana porque ...
Alemán,Los Duros,compa,... homegrown mafia haciéndolo fino compa rola rola rola rola ...
Alemán,Los Duros,gente,... para que sepa la gente que traigo siempre conmigo ...
Alemán,Los Duros,barrio,... a mi lado el barrio conoce lo mucho que ...
Alemán,Los Duros,calle,... le pusimos a la calle amor nos convertimos en ...
Alemán,No Me Digas Na,mujeres,... fino y lleno de mujeres bellas que quieren conmigo ...
Alemán,No Me Digas Na,billetes,... bien siempre olemos bien billetes bajos no portamos sólo ...
Alemán,Humo en la Trampa 2,gallo,... la fiesta pónchate otro gallo aquí nadie se molesta ...
Alemán,Humo en la Trampa 2,hierba,... sé que apesta a hierba mota premium fresca mi ...
Alemán,Humo en la Trampa 2,mota,... que apesta a hierba mota premium fresca mi gente ...
Alemán,Humo en la Trampa 2,gente,... mota premium fresca mi gente está contenta ya puro ...
Alemán,Humo en la Trampa 2,gallo,... aseguro te noquea puro gallo fino caro y ninguno ...
Alemán,Humo en la Trampa 2,blunt,... and runtz enrolo un blunt pásalo mami que es ...
Alemán,La Pálida,mota,... ya te di esta mota ni pone güey yeah ...
Alemán,La Pálida,carro,... en el motor del carro en el clavo cuando ...
Alemán,La Pálida,gente,... viene fumando igual mi gente ya se está alucinando ...
Alemán,La Pálida,hierba,... de más de la hierba que yo traigo se ...
Alemán,La Pálida,mota,... otro día estaba fumando mota en mi cuarto con ...
Alemán,La Pálida,mota,... huele es que esta mota es la mejor de ...
Alemán,La Pálida,mota,... paniqueó esta es la mota más buena al principio ...
Alemán,La Pálida,mota,... del de la mejor mota aquí se fuma la ...
Alemán,La Pálida,mota,... se fuma la mejor mota haciéndolo fino haciéndolo bien ...
Alemán,Tumbados en la Trampa,calle,... la calle me hizo guerrero la ...
Alemán,Tumbados en la Trampa,calle,... cae el fuego la calle nos dio dinero nos ...
Alemán,Tumbados en la Trampa,dinero,... la calle nos dio dinero nos quitó lo que ...
Alemán,Tumbados en la Trampa,carro,... si paso en un carro nuevo después de un ...
Alemán,Tumbados en la Trampa,calle,... dio mi premio la calle nos hizo genios la ...
Alemán,Tumbados en la Trampa,calle,... nos hizo genios la calle fue mi colegio porque ...
Alemán,Tumbados en la Trampa,barrio,... se montó vengo del barrio ahora miles cuento la ...
Alemán,Tumbados en la Trampa,calle,... dicen que vienen de calle pero ustedes saben que ...
Alemán,Tumbados en la Trampa,mota,... que traen saca la mota quiero fumar aquí el ...
Alemán,Tumbados en la Trampa,barrio,... macan es con mi barrio está pesao puro tumbado ...
Alemán,Tumbados en la Trampa,calle,... puedo no a la calle le tengo amor y ...
Alemán,Si Chuy,barrio,... ah mi barrio wu wuh hoy tengo ...
Alemán,Si Chuy,barrio,... recorrer de recorrer ese barrio que me vio crecer ...
Alemán,Si Chuy,barrio,... la pared a mi barrio lo llevo en mi ...
Alemán,Si Chuy,billetes,... papel ah money money billetes verdes los voy a ...
Alemán,Si Chuy,barrio,... recorrer de recorrer ese barrio que me vio crecer ...
Alemán,Si Chuy,barrio,... el nombre de mi barrio sigue en la pared ...
Alemán,Si Chuy,calle,... todos somos de la calle nunca la dejé ya ...
Alemán,Chingo de Wax,wax,... tengo un chingo de wax tráete una amiga de ...
Alemán,Chingo de Wax,barrio,... periquera ando con mi barrio tiro la fiera súbete ...
Alemán,Chingo de Wax,calle,... primera ando en la calle tengo la cera vamos ...
Alemán,Chingo de Wax,mota,... que sí tengo mucha mota y botellas de hennessy ...
Alemán,Chingo de Wax,wax,... tengo un chingo de wax tráete una amiga de ...
Alemán,Chingo de Wax,blunt,... mientras fumas de mi blunt su lengua es un ...
Alemán,Chingo de Wax,cuatro,... mañana me despierto a cuatro o tres y ya ...
Alemán,Chingo de Wax,wax,... tengo un chingo de wax tráete una amiga de ...
Alemán,Chingo de Wax,wax,... tengo un chingo de wax tráete una amiga de ...
Alemán,Casa en la Montaña 2,perico,... ahí estoy cagándola metiéndome perico aventuras en pañales más ...
Alemán,Casa en la Montaña 2,mota,... yo tengo la mejor mota y no hay otro ...
Alemán,Casa en la Montaña 2,polvo,... no me gusta alzar polvo pero sé muy bien ...
Alemán,Casa en la Montaña 2,dinero,... se mueve el agua dinero sucio fácil llega fácil ...
Alemán,Casa en la Montaña 2,muerto,... fu yo no estaba muerto ni estaba de parranda ...
Alemán,Casa en la Montaña 2,muerte,... está santa cuando la muerte es blanca yo siento ...
Alemán,Casa en la Montaña 2,calle,... te la acabes la calle es veneno ...
Alemán,Lo Mío es la Calle,hombres,... se presta si los hombres dicen oh las mujeres ...
Alemán,Lo Mío es la Calle,mujeres,... hombres dicen oh las mujeres dicen ah y con ...
Alemán,Lo Mío es la Calle,calle,... se hizo en la calle sé que lo sabes ...
