artist,album,year,song,lyrics,es_narco_fuerte,subgenero_ia,conteo_narco,decada
Yung Iverson,Sáquenme De Venezuela,2019,Sáquenme De Venezuela,"Yo, hey, Yung Iverson
Hey, yo, woo, yeah, hey
Sáquenme de Venezuela, wuo, yeah
Sáquenme de Venezuela, por favor, wuo
Sáquenme de Venezuela, yeah
Sáquenme de Venezuela, yo, yo, hey
Sáquenme de aquí, maldito país
Ya ni siquiera puedo dormir
Pensando cuando coño de la madre voy a ser feliz
Oh shit, hey
Soy tan pobre que no tengo pa un condón
Puta inflación, maduro mamaguevo cabrón,
Te odio con todo mi corazón
La vecina quiere que le haga la follación
Pero esa jeva es una thot y no tengo protección
Y no quiero un embrión
Puta, me dicen Inversión, hey
Porque soy el más pegao' de toda la nación, wuo
Hey, puta, tengo hambre
Le digo a mi padre, no está
Le digo a mi madre y me dice
Alza la pata, coma alambre y deje de molestar
Hey, maldita sea, otro día viviendo en Venezuela
Sin desayunar y comiendo lentejas
Hey, sáquenme de Venezuela, yeah
Hey, wuo, yeah
Hey, sáquenme de Venezuela, wuo
Yeah, sáquenme de Venezuela, por favor
Yeah, sáquenme de Venezuela
Hey, wuo, yeah
Hey, sáquenme de Venezuela, wuo
Yeah, sáquenme de Venezuela, por favor
Yeah, sáquenme de Venezuela
Hey, woop, Yung Iverson
Hey, sáquenme de Venezuela, woop
Yeah, sáquenme de Venezuela, por favor
Woah, sáquenme de Venezuela, yeah
Hey, sáquenme de Venezuela
Hey, wuo, yeah",False,9,0,2010
Karol G,Ocean,2019,Bebesita,"Bebesita
Bebé, bebesita
A veces es difícil decidir
Porque no sabemo' hablar ya sin discutir
Nos contradecimos casi to' el tiempo
Esto es amor y odio, y nos queremo' así
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Me dice problemática, irónica
Que yo soy su fanática loquita
Y es que de ti, bebé, estoy bien enamorada
Aunque no sea romántica en la intimidad
Y a él le gusta arriba y cuando me mira
Me aprieta to'a y fácil se motiva
Siempre encuentras algún modo
De desesperarme to'a y llevarme a la cima
Y a mí me gusta abajo y nos calentamos
Bien despacito cuando te lo hago
Y lo hacemos a mi modo
Y al final brindamos con un par de tragos
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Baby, yo odio las peleas
Y me gusta que tú no me la capea'
Y a veces ni me quieres y me dejas
Siempre hay un problema, una queja
Mi bebé, eh
Yo siempre pienso en tu piel
Mi bebé, eh
Sin ti no me siento bien
Mi bebé, eh
Yo siempre pienso en tu piel
Mi bebé, eh
Sin ti no me siento bien
A veces es difícil decidir
Porque no sabemo' hablar ya sin discutir
Nos contradecimos casi to' el tiempo
Esto es amor y odio, y nos queremo' así
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Porque a él le gusta arriba
Y a mí me gusta abajo
Y somo' más enemigos que amigos
Pero en la cama lo arreglamos
Bebesita
Bebé, bebesita
Chris Jeday
Gaby Music
Dulce como candy",False,9,0,2010
Karol G,Ocean,2019,Mi Cama Remix,"Ah, o-oh, oh, oh
This-this is the remix

Dices que de mí ya te olvidaste
Y de tu mente borraste
Cuando yo te hacía pom pom pom pom
Pom pom pom pom
Piensas que yo me quedé tranquila
Y los tengo haciendo fila
Mientras que tú intentas dar pom pom pom

Mi cama suena y suena
Mi cama suena y suena
N-I-C-K

Mami, tú dan ganas de comer, eh
Porque tú sí que lo sabes hacer, eh
Moviendo tu cuerpo como es, eh
Dame esa boquita pa' moder

Ya te tengo arrecha, y yo como un flecha
Siempre que te toco, te prendes como una mecha
Yo no sé porque tú tienes la mejor cosecha
Baby, dime cuándo, solamente pon la fecha

Lo hacemos por aquí o lo hacemos por allá
No importa donde sea, mami
Tú escoge el lugar
Yo tengo la cuchilla pa' cortar la torta
No es tu cumpleaños pero eso no importa

Lo hacemos por aquí o lo hacemos por allá
No importa donde sea, mami
Tú escoge el lugar
Yo tengo la cuchilla pa' cortar la torta
No es tu cumpleaños pero, pero, pero

Mi cama suena y suena
Mi cama suena y suena

Me dicen la reina del flow por mi actitud de JLO
Algunas quieren ser yo, pero no les dio
¿Para qué mentir si no, no?
Tú te quedaste solo
Y ahora tengo a J Balvin y Nicky detrás
Y yo les digo que no, no

Me gusta como tu cama suena
Cuando mis ganas no frenan
Manejando tus curvas pa' ver dónde me llevan
'Tas haciendo mucho ruido
Cuida'o que los vecinos se enteran

Como la puse (la puse), me seduce (Seduce)
No me he olvida'o, aunque eso es lo que escuché
Pa' que pienses en mí, baby, hasta cuando te duches
Suena y suena y la abrí como a un estuche (Dice)

Como la puse (puse), me seduce (Seduce)
No me he olvidado, aunque eso es lo que escuché
Pa' que pienses en mí, baby, hasta cuando te duches
Y me culpes porque tu cama suena y suena

Mi cama suena y suena

Dices que de mí ya te olvidaste
Y de tu mente borraste
Cuando yo te hacía pom pom pom pom
(This is the remix)
Mi cama suena y suena

J Balvin
Karol G, Karol G
Nicky Jam (Mi cama suena y suena)
N.I.C.K
Tu cama suena y suena
Ah",False,9,0,2010
Karol G,Ocean,2019,La Ocasión Perfecta,"O-o-ovy On The Drums
Pedí un deseo y está noche se cumplió (Eh, eh, eh)
Solo tú, poca luz, muchas velas (yeah)
Toda la noche entera (Yeah-eah-eah-yeah)
Baby, apaga la luz, que esta es la ocasión perfecta
Pa' que subamos la actitud
Voy a tocarte como ya sabes tú, yeah
Bésame toda la noche
Que me gusta estar contigo
Hacerte subir al cielo,
Pa' que te vengas conmigo, yeah
Bésame toda la noche, noche
Que me gusta estar contigo
Y si los dos nos gustamos
Probarte no es un delito, no oh (No oh)
Si la beso, se moja
Me provoca con la boca roja
Es más rico hacerlo con ella que hacerlo con una que se me enamora, yeh
Encantadora, controla mis emociones
Y mucho más cuando cambia de posiciones
Hazme todo lo que quieras, quítate la ropa
Empezaste en la cama, termino en tu boca
Encantadora, controla mis emociones
Y mucho más cuando cambia de posiciones
Bésame toda la noche
Que me gusta estar contigo
Hacerte subir al cielo
Pa' que te vengas conmigo, yeah
Bésame toda la noche, noche
Que me gusta estar contigo
Y si los dos nos gustamos
Probarte no es un delito, no (No)
Y es que yo quiero comerte, yeah
De la cabeza hasta los pies, yeah
Darte todo lo que quieres
Porque es lo mismo que yo quiero también
Baby, yo voy a comerte, yeah
De la cabeza hasta los pies
De ti voy a aprovecharme
Hasta que quieras repetirlo otra vez, no
Bésame toda la noche
Que me gusta estar contigo
Hacerte subir al cielo
Pa' que te vengas conmigo, yeah
Bésame toda la noche, noche
Que me gusta estar contigo
Y si los dos nos gustamos,
Probarte no es un delito, no oh (Yeah-eah-yeah)
Karol G, eh
O-o-ovy On The Drums",False,9,0,2010
Madonna,Madame X,2019,Medellín,"One, two, one, two, one, two, cha-cha-cha
One, two, two, one, two, one, cha-cha-cha-cha

I took a pill and had a dream (yo también)
I went back to my 17th year
Allowed myself to be naive (dime)
To be someone I've never been (me encanta)

I took a sip and had a dream
And I woke up in Medellín (¿te gusta?)
The sun was caressing my skin (dime)
Another me could now begin (ja, ja, ja, wuh)

Tranquila, baby, yo te apoyo (uh)
No hay que hablarnos mucho para entrar en rollo
Si quieres ser mi reina, pues yo te corono
Y pa que te sientes aquí tengo un trono (ja)

Te gusta cabalgar, eso está claro (uh)
Si sientes que voy rápido, le bajo
Discúlpame, yo sé que eres Madonna
Pero te voy a demostrar cómo este perro te enamora (wuh)

Ven conmigo, let's take a trip
Si te llevo pa un lugar lejano (uh)
Ven conmigo, I'll be so good for you
Te enamora', te enamoro, mami (ay-ay-ay)
Ven conmigo, let's take a trip
Dame de eso que tú estás tomando
Ven conmigo, I'll be so good for you (ay-ay-ay)

Sipping my pain just like champagne
Found myself dancing in the rain with you
I felt so naked and alive (show me)
For once, I didn't have to hide myself (dice)

Oye mamacita, ¿qué te pasa?, yeah (dime, oh)
Mira, que ya estamos en mi casa, yeah
Si siente' que hay un viaje ahí en tu mente (uh)
Será por el exceso de aguardiente (dile)

Pero, mami, tranquila, tú solo vacila (vacila)
Que estamos en Colombia y aquí hay rumba en cada esquina (dice)
Y si tú quiere', nos vamos por Detroit (tú sabe')
Si sé de dónde vienes, pues sé pa dónde voy (¿no?)

Ven conmigo, let's take a trip
Si te llevo pa un lugar lejano
Ven conmigo, I'll be so good for you
Te enamora', te enamoro, mami (ay-ay-ay)
Ven conmigo, let's take a trip
Dame de eso que tú estás tomando
Ven conmigo, I'll be so good for you (okay)

Si te enamoro (si me enamoras)
En menos de un año, no, no (ja, ja, ja)
No' vamo', no' vamo', no vamo' pa Medallo (ay, qué rico; cha-cha-cha)
Si te enamoro (si me enamoras)
Y aquí no' quedamo', no, no, ¿cómo?
Pue' mami, pue' mami, pue' mami, nos casamos (cha-cha-cha)

One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two; slow down, papi (wuh)
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, ay-ay-ay

We built a cartel just for love
Venus was hovering above us (oh, yeah)
I took a trip, it set me free (mi reina)
Forgave myself for being me (ay-ay-ay)

Ven conmigo, let's take a trip
Si te llevo pa un lugar lejano
Ven conmigo, I'll be so good for you
Te enamora', te enamoro, mami (ay-ay-ay)
Ven conmigo, let's take a trip
Dame de eso que tú estás tomando
Ven conmigo, I'll be so good for you (Maluma, ba-ba-baby)

Si te enamoro (si me enamoras)
En menos de un año, no, no
No' vamo', no' vamo', no vamo' pa Medallo (ay, qué rico)
Si te enamoro (si me enamoras)
Y aquí no' quedamo', no, no, ¿cómo?
Pue' mami, pue' mami, pue' mami, nos casamos (cha-cha-cha)

One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two; slow down, papi
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, cha-cha-cha
One, two, ay-ay-ay

One, two, two, one
One, two, two, one
One, one, two, two
Cha-cha-cha-cha",False,9,0,2010
Madonna,Madame X,2019,Bitch I'm Loca,"Madonna
Maluma

Bitch, I'm loca (Y yo loco, loco)
Bésame la boca (¿Y tú qué me das?)
Bitch, me gusta (Y yo te provoco)
Mucho que me asusta (Por eso no te vas)

Llegó a la disco montando
Perrear con sus amigas, es lo que le gusta
Ella es la reina de su combo y nada la intimida
Es que es la más dura

Sólo utiliza Chanel
Qué bien lo combina con su' joya' Cartier
Dicen que su ex novio la dejó por infiel
Le gustan menores como yo, se le ve

Mira, cómo se mueve, cómo me baila
Cómo me tiene tra-tranquila
Cómo se mueve, cómo me baila y me entretiene, yeh, yeh

Bitch, I'm loca (Y yo loco, loco)
Bésame la boca (¿Y tú qué me das?)
Bitch, me gusta (Y yo te provoco)
Mucho que me asusta (Por eso no te vas)

Quiero ser tu perra, también tu bebecita
Luego no te quejes cuando muerda esa boquita
I like to be on top, ver cómo te excitas
Luego no te quejes cuando muerda esa boquita (Hey, hey, hey, hey)

Bitch, I'm loca, lo-lo-lo-loca
Ella es mi loca, loca y yo soy loco, loco
Bitch, I'm loca, lo-lo-lo-loca
Pero, si me pide yo se lo coloco

Maybe young and hot, I'm not so sure
That you can manage this type of entertainment
I've had a Latin boy and, truth, there was a bit of damage
Somehow I think you like that

Let's see if you can last
Forget about the future and we have no past
I like the way you move and you know you're just my type
I guess you like a crazy girl, but it's alright (It's alright)

Mira cómo se mueve, cómo me baila
Cómo me tiene tra-tranquila
Cómo se mueve, cómo me baila y me entretiene, yeah yeah

Bitch, I'm loca (Y yo loco, loco, loco) (Tranquila)
Bésame la boca (¿Y tú qué me das?) (Venga, baby)
Bitch, me gusta (Y yo te provoco)
Mucho que me asusta (Por eso no te vas) (Ay, ay, papi)

Bitch, I'm loca, lo-lo-lo-loca (Ay)
Ella es mi loca, loca y yo soy loco, loco (Ay, ay, papi)
Bitch, I'm loca, lo-lo-lo-loca (Lo-lo-loca)
Pero, si me pide, yo se lo coloco (Ay, ay, papi)

Bitch, I'm loca, lo-lo-lo-loca (Ay)
Ella es mi loca, loca y yo soy loco, loco (Ay, ay, papi)
Bitch, I'm loca, lo-lo-lo-loca (Lo-lo-loca)
Pero, si me pide, yo se lo coloco (Ay, ay, papi)

So nice to meet you, Mr. Safe
So nice to meet you, Mrs. Crazy
Where do you want me to put this?
Um, you can put it inside
(Hahahahahaha)",False,9,0,2010
Los Invasores De Nuevo Leon,La Más Completa Colección,2024,Clave 7,"En el retén de La Loma
Estaban 100 federales
Preguntando por Pedrito
También por Paulino Burgos
Pero andaban despistados
Le preguntaban a un mudo

Clave siete es la consigna
De agentes y de soldados
Ese león ya creó melena
Van a tener que matarlo
Nomás no se arriesguen mucho
Primero hay que traicionarlo

En la ciudad de Hermosillo
Hubo una concentración
También pusieron retenes
Por todita la nación
Lo cierto es que los transportes
Pedrito los regalo

Le mandaron dos agentes
Que le pidieran dinero
20 millones de pesos
Era el precio de su cuero
Pero como era camuco
Lo tomaron prisionero

Junto con dos compañeros
Además, dos señoritas
Los llevaron a la y griega
Era la última cita
Ahí los acribillaron
Junto con las jovencitas

Desde ese día inolvidable
No rola tanto dinero
Y unos agentes traidores
Ahora estrenan carro nuevo
Y un hombre en Guadalajara
No duerme de puro miedo

Adiós, señor comandante
Aquí lo llevo en mi lista
Usted me echo por delante
Ahí lo espero en la revista
Ya que tumbo mi panal
Ahora toreé las avispas

Mis armas no las entrego
Van a quedar en el cerro
Yo no me fío de esa gente
Que la deslumbra el dinero
Ya murió el león de la sierra
Vengan a quitarle el cuero

Adiós, todos mis amigos
Del valle de Culiacán
Ninguna ley del gobierno
Mi nombre podrá cambiar
Me llamo Pedro Avilés
No se les vaya a olvidar",True,12,10,2020
Alemán,Humo en la Trampa 2 (Bonus Edition),2020,Lo Mío es la Calle,"Yeh yeh yeh yeh
(Ey, ey, ey, ey)
Mambo (Mambo, say, ey, say)
Todos saben que llega la fiesta, como siempre voy buscando vieja
Porque no me gusta verme sin pareja
Yo no sé bailar, pero hoy se presta
Si los hombres dicen ""oh"", las mujeres dicen ""ah""
Y con la música hasta arriba, nadie quiere parar
Mira como esa morena no deja de chequear
Y aquí tengo unas pastillas por si quieres tomar
Tú quieres, yo quiero, te doy, pues dame
Tú quieres, yo quiero, no cambies los plane'
Tú quieres, yo quiero, te doy, pues dame
Tú quieres, yo quiero, no cambies los plane'
Le gusta salvaje, pero es elegante
Hoy anda de novia, mañana es amante
Me da un beso en el estudio, volar por los aires
Desde Los Cabos hasta Buenos Aires
Ah ah ah, oye, lo mío se hizo en la calle
(Sé que lo sabes, sé que lo saben)
Ah ah ah, oye, lo mío se hizo en la calle
(Sé que lo sabes, ah, sé que lo saben)
Tenemos estilo y billetes de 100
Traemo' a la fina y bellaca también
Es una malandra que huele a Chanel
Le gustan los vatos, que la chacaleen
Me tira a matar
Ella es mi gatita, yo su criminal
Siempre está dispuesta para irse a rumbear
Pero si me tiran, la primera en brincar
Ella me cuida si salgo a hustlear
Un amor suicida, no tiene final
Me sigue la cura, hasta me pide más
Somos una línea, como Bonnie and Clide
Pega tu cuerpo conmigo
Háblame al oído
Yo pierdo el sentido
Si bailas para mí
Pega tu cuerpo conmigo
Háblame al oído
Yo pierdo el sentido
Si bailas para mí
Todos pedos y locos, en la fiesta con mis bros
Mucha mota, mucho alcohol, dicen que esto no es de Dios
Todos pedos y locos, en la fiesta con mis bros
Mucha mota, mucho alcohol, dicen que esto no es de Dios
Se hace, le gusta que le baile hasta el amanecer
Me estás tentando, mami, dilo de una vez
Su papa ni su mama, no me quieren ver
Y ella aquí forjando con uñas de gel
Agarra el rollo, monta el toro
Ando al modo, con un loro
No les lloro, las sazono
Mamacita, ponte un moño
Todo chido, estoy convencido
Pido y recibo, pruebo y olvido
Me he convertido en un pervertido
Muy divertido, tenlo advertido
Sobrevivo, muy poco me cuido
Nunca pierdo mis objetivos
Estoy prendido, tengo motivos
Con mis amigos amanecido
Yo saco la mota, tú pon la nalgota
Conmigo, mamota, es gratis la cuota
Aquí traigo una corta pa' la rata gorda
Pa'l que me quiere y al que no, me soporta
Hasta la muerte con los míos, no hay otra
Mi gente pura apestosa transporta
En llamas la casa, a lo lejos se nota
Andamos tirando humo en la trampota
Pega tu cuerpo conmigo
Háblame al oído
Yo pierdo el sentido
Si bailas para mí
Pega tu cuerpo conmigo
Háblame al oído
Yo pierdo el sentido
Si bailas para mí
Todos pedos y locos, en la fiesta con mis bros
Mucha mota, mucho alcohol, dicen que esto no es de Dios
Todos pedos y locos, en la fiesta con mis bros
Mucha mota, mucho alcohol, dicen que esto no es de Dios",True,9,9,2020
Alemán,Humo en la Trampa 2,2020,Dealers,"Alerta y sin tirar placón
Bien polarizado el trocón
Bien firme, sin mostrar temor
Porque nos respalda un bandón

Vendo lo mejor en las esquinas
Todo lo saqué de la cocina
Dime, Ratatouille, qué delicia
Tán locos por la mercancía

Ando en una vaina loca
La mami me dijo ""déjate la mota""
Nada más que darle roca
Y ya no te entiendo lo que sale de tu boca

Tiene fijación con la coca
Me dijo ""rállame el culo que lo tengo en pompa""
Cuidado si se pasa de más
Que pasa de cerda a ponerse toda mosca

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Muchas bolsitas de polvo en la esquina
Esta va para mis locos, cocaína
Cocaí- cocaí- cocaína
En la calle la moví, cocaína

Ven, yo te consigo lo que tú quieras
Ten, líneas, pasta, 'feta
El bloque está caliente que te quema
Listos todos pa' la balacera

Toy' bailando el money, nos sobran las shorties
Un poco de molly, te me pones horny
Retén en Los Mochi', apalabrados con los cochi'
Les dicen que venían todos de parte del Bobby

Yah, navajeando la bolsa y calando la encía
Grapas, gramos y onzas pa' engordar la alcancía
Puerco, chota, placa, siempre lejos de la policía
Morning, tarde, noche, en mi barrio siempre se trafica todo el día

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Tengo diez bolsitas y ya me lo acabo
Estoy en la esquina de siempre, mi hermano
Tengo lo mejor porque estoy conectado
Todo el día bien marihuano

El mejor dealer, no conocen otro (no)
Si yo no puedo, te mando a la moto (simón)
Ya saben que drogas siempre porto (saben)
Pura gente pesada la que topo

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína
Esto es pa' los locos de la esquina
Pa' los que están vendiendo la cocaína

Muchas bolsitas de polvo en la esquina
Esta va para mis locos, cocaína
Cocaí- cocaí- cocaína
En la calle la moví, cocaína",True,9,9,2020
Dharius,Cuando Todo Acaba,2022,El Pasado Está Olvidado,"¡Échele mi clan!
Es El Clan Records, perros (es El Clan Records, perros, wuh-hu)
Desde Apodaca, Nuevo León, loco, El Clan Records
Sírvale otra a mi compadre
Que andamos a toda madre brindando por los amigos
Los que están y ya se han ido, puro polvito del chido
Esta noche no me mido, tenemos que celebrar
Esos triunfos y fracasos, las morritas, los balazos
El perico, los waxazos y las bolas de cristal
Las mentiras, las traiciones, todas dan buenas lecciones
Que bonitos loquerones brindando con mi carnal
Las tristezas y alegrías fueron hace muchos días
Hoy me vale verga todo, solo quiero festejar
Ando bien amanecido, bien alegre, bien prendido
Hoy sí vengo decidido y no la vamos a parar
El pasado está olvidado, hoy andamos celebrando
Pura directa del cuadro, de la que trajo el comando
Mejor que anden con cuidado, no tenemos para cuando
Unos churros de la hydro y un tequila pa' brindar
Hoy andamos decididos, bien alegres, bien prendidos
Con la vida agradecidos por los logros recibidos
Por lo bueno y por lo malo tenemos que festejar (C-Kan)
¡Cha-cha-chau!
Viva bien o viva mal (ah), algún día la muerte viene (ah)
Nomás yo cargo el morral, tú no sabes lo que contiene (oye)
La vida y el dinero son buenos cuando los tienes (pero)
Culero es el ser amigo nomás cuando les conviene (no)
Recuerdo escuchar a mi jefe (ah)
En la vida se ocupa billete (come on)
Con los huevos para defenderte
Y los hombres se arreglan de frente (yo)
Y hoy que no tengo a mi jefe me sobra el billete y no faltan los huevos (nope)
Bien saben esos ojetes, pa' acá no se meten, le temen al fuego
¿Y qué ha cambiado?, nada (nada, nada)
Igual y un día me lleva la chingada
Pero mis rolas en México hicieron historia y eso ya no lo cambia nada (nada, nada)
Con un chingo y sin dinero, pero sigo siendo el rey
El más perro de Jalisco, el tirano de Monterrey
El pasado está olvidado, hoy andamos celebrando
Pura directa del cuadro, de la que trajo el comando
Mejor que anden con cuidado, no tenemos para cuando
Unos churros de la hydro y un tequila pa' brindar
Hoy andamos decididos (chau), bien alegres, bien prendidos
Con la vida agradecidos por los logros recibidos
Por lo bueno y por lo malo tenemos que festejar
Si algo el tiempo me ha enseñado es que nada es regalado
Desde morro he trabajado y al chile me la he pelado
Gracias a los que han estado todo el tiempo a mi lado
Y siempre me han apoyado para tener mi lugar
Los errores cometidos quedaron en el olvido
Ya casi en nadie confío, son muy pocos mis amigos
Pero mucho lo aprendido a lo largo del camino
Y aunque a veces me he caído, me he logrado levantar
Hoy las cosas han cambiado, ya lo pasado, pasado
Ya no más tragos amargos, puro brindar y brindar
Ando bien amanecido, bien alegre, bien prendido
Hoy sí vengo decidido y no la vamos a parar
El pasado está olvidado, hoy andamos celebrando
Pura directa del cuadro, de la que trajo el comando
Mejor que anden con cuidado, no tenemos para cuando (ah, ah)
Unos churros de la hydro y un tequila pa' brindar
Hoy andamos decididos (chau), bien alegres, bien prendidos
Con la vida agradecidos (chau) por los logros recibidos
Por lo bueno y por lo malo tenemos que festejar
El C-Kan, el Dharius, el Tiro Loko
El Clan Records, perros, a huevo",True,9,9,2020
Dharius,Cuando Todo Acaba,2022,Ay Güey Ay Güey,"Uno, nueve, nueve, tres
Cuando vivía bien relajado y sin estrés
La melodía la oía por primera vez
Escuchando Snoop, escuchando Cypress
Me enamoraría del rap antes de los diez
Veinticuatro-siete me alucinaría y pa'l noventa y cuatro ya escribía bien
Y así empezaría con la travesía
Que sigo viviendo a toda madre hasta hoy en día, man
Y ven, acércate, quiero contarte más
Por ahí del noventa y cinco ya comenzaba a tocar, donde hubiera oportunidad
Sin un centavo en la bolsa y tan solo once años de edad
Andaba picando piedra como siempre
Desde morro decidido, dedicado y persistente
Y si mi vida era una mierda de repente
Andando en el cotorreo tirando rimas ni se siente

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Siempre pa'l frente, sonrientey sin miedo a la muerte camino tranquilo
Ya pa' los doce o los trece grabando en estudio mi primer sencillo
""Tierra Mexicana"" junto con mis primos
""Azteca sagrada"" decía el estribillo
Qué buenos recuerdos las cosas que hicimos
Dos que tres rolitas y hasta un videíllo
Se siente chingón plasmar tus vivencias en una canción
Veinticinco años con esta adicción
Qué pinche emoción seguir en la acción y es solo el principio
Pon mucha atención
A los quince ya ganaba por tocada
A lo mejor poquilla feria pero peor es nada
Comencé a salir de la ciudad gracias a la rapeada
Primero fui pa' Durango
Y después pa' Guadalajara
Qué chulada
De coto con los camaradas
Entre hoteles pichurrientos, teibols y llantas ponchadas
A los quince ya grifote pegándole a la mamada
Y a los dieciséis grabando con la Artillería Pesada
Qué pasada de flow es mi vida, la neta
Si piensas que no soy real seguro que estás bien puñetas
Tantos años, tantas letras
Escritas en mis libretas
En el rap yo soy tu padre
Y a tu padre lo respetas

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Pero bueno, concentrados que la historia aún no termina
Pa' los diecisiete años me fui a Santa Catarina
A grabar unas rolitas chingonas con la bandera
Y antes de cumplir dieciocho ya firmado con disquera
Disco de oro, más conciertos y dinero en mi cartera
Una ranfla, más morritas, también chingos de loquera
Buenos tiempos, no lo niego
Nomás los recuerdos quedan
Cinco discos, doce años
Parecía una vida entera
Volando pa' Colombia
Volando pa' Ecuador
Volando para España
Y de retache pa'l cantón
Volando pa'l Gabacho
Allá en Miami, qué calor
Volando a toda madre
Sobre ritmo con mi flow

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Y sigo volando en esta pista
Todavía no termino, lo mejor está a la vista
Año dos mil catorce, primer disco de solista
Ahora sí nadie me para, me siento todo un artista
De versos y rimas, grabando en L.A
""Estilo Malandro"", ""La Raja"" también
Sobre las tarimas sigo siendo el rey
Tal vez no el mejor del mundo, pero sí de Monterrey

Ay, güey, okay, seguiré
Compré una camarita y otros dos videos grabé
El de ""Lírica Onírica"" y ""Serenata"" también
Y a partir de ese momento comenzó a irme muy bien
En solitario otra vez 'taba despegando
Por todo México con la clica tocando
Y cuando el clan algo nuevo estaba esperando
Pum, pum, pum, que les salgo con ""La Durango""
Y otra vez pa' arriba con jale machín
Directo pa' Argentina y para Chile, guachín
Dos, tres eventos chidos y la caja ""Ching-ching""
Y este pedo no termina compa, es la historia sin fin

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Y todavía falta lo del Clan Records
Pero eso les cuento luego
Pa' cuando salga esta rola ya han de haber escuchado lo nuevo
Puro fuego, fuego, fuego
Ahora sí unas pajas pa' cortarla y como nuevo
Jaja, el DHA
Puro pinche Clan Records, perro, a la verga

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey

Ay, güey, ay, güey
¿Pues qué le vamos a hacer?
Si quieren tirarme reta pues los voy a deshacer
Con mis versos y mis rimas los voy a hacer entender
Que este perro flaco loco es el mejor de Monterrey",True,9,9,2020
