artist,song,decada,etiqueta_codigo,etiqueta_humana,lyrics
Tino El Pingüino,Evoca,2010,True,,"¿Cómo no has oído hablar del Sonido, ma
Mi? ¿Neta no has oído hablar de estos raps?
Todos mis fans ya saben qué pedo conmigo y
Que más que algún discurso es mantenerme leal.
Venga.
Son los tiempos.
Todos andamos movidos, mami.
Yo tampoco ya distingo qué es real.
Todo el crew ya sabe qué pedo conmigo.
Vatos, si les digo llego y llevo puros amigos.
Por las malas no te metas conmigo, mami.
No te vayas.
Sólo estaba escondido, mami.
Son las ansias, ve que apenas convivo.
Así que neta necesito que te vengas conmigo, mami.
Lo has notado y todo lo hago en mi estilo, mami.
Yo no te hablo, yo te saco el vestido, mami.
Obvio me gustas un chingo inclusive
Pero tengo mis motivos pa' dejarlo casual.
Venga.
Por la fuerza que estuvimos unidos, mami.
Cuando casi nos queríamos matar.
Chale, mi ex sabe qué pedo conmigo.
Pobre, me dio su cariño y eso acabó fatal.
Porque ahuevo tienes buenos motivos, mami.
Neta espero que un día encuentres tu hogar.
Digo, claro mis papás saben qué pedo conmigo.
Saben que nunca me rindo.
Me lo tienen prohibido.

Seguí mi corazón y ya.
Claro morro, lo hago por el money y ya.
El plan es hacer de mi memoria un negocio
Familiar y no son pedos con los que quiero lidiar.
Nos van a envidiar,
Pocos pensarían que un día llegaría yo a ser su adversario.
Es justo lo que hago.
Pinche Ave María va entre el torax y
El corner y eso ahora es del diario.
Mejóralo a la verga y me puede gustar.
Mira al hijo de verga, se fue a degustar.
¿Si ya saben cómo juega pa' qué le dan la bola?
Luego si no lo niegan se van a emputar.
De aquí al extintor, te sientes pintor.
Lo llevo al rincón, ustedes chitón.
Mi gente chingón, mi DF chingón.
Me tiene sin cuidado que andes de hocicón
Y me tiene sin cuidado ese morro chillón.
Lo quiero demasiado, lo pienso un montón.
Y es que así igual que ladro te doy un mordidón.
Y sí, con esto desde hace un rato hice el primer millón... Y
Ya me lo gasté... Que se arrimen al show y describan el show.
Ajá.
Entre el rímel y yo.
Y no, no intervino ni Dios.
Por Dios, ese crimen ni yo. ¿Cómo?
Y perdí el anillo.
Ferviente brillo.
Onda couture.
Neta, sí me importa el futuro de esos pinches niños, mami.
No me he disculpado.
Soy el mismo, chavos.
Deja lo olvidado, me hizo el mismo daño.
Podría no dar el yeyo como excusa. ¿Pa' qué?
Voy a empezar un pinche imperio el mismo año. ¿A quiénes convocaron?
Sé que no me hice solo, lo tengo sincho y claro.
Seguimos colocados, ya saben cómo rolo.
En todos pinches lados.
Yo de entrada, eh... yo de entrada no sé ni cómo son tan pinches malos.
Nos han de ver como un sector dominado.
No sé, creo que sospechan bien,
Los tengo a todos de mi lado. ¿Qué digo?
A todos empinados.
Tú no, a mí nada me has vendido.
He sido honesto, wey. ¿Cómo te explico que yo sí crecí con esto, wey?
Siempre me fui al desmadre opuesto.
Cuando te digo nadie, vato.
Neta, no iba nadie a los eventos, wey.
¿Yo soy de qué, cabrón?
De pinche rap con letras, wey. ¿Yo soy de qué, de pinche qué?
De rap de neta, wey.
Fíjate que hasta con lo fresa si en mi ciudad
Se vienen a parar me siguen dando la paleta, wey.
Sí, les llevo años dando tantas vueltas
Que me pregunto ¿han sido tantas, neta?
No es que haya tanta oferta.
Empecé a sacar demos en la prepa.
Ya era un tema en todo el sur y aquí esa mierda se respeta, wey.
Será que sí mami, me encantas, neta. ¿
Y a ti te encanta como el tantra, neta? ¿Me tiras tantas netas?
Será que sí te dejo en pantaletas.
Será que sí, con todo y tampax, neta.
Y aún tengo tantas letras.
Y me cantan reta. ¿Si no es por mí no se levantan, neta?
Luego se aguantan, neta. ¿Si así te trae cómo serán de neta?
Y sí es un poco desesperante, neta.
Está El Titán de vuelta.
Lo otro no parece intentar de neta.
Porfa no pares, al zaguán.
No neta.
Nomás acá, t
Ipo Maria Antonia y antes del
Disco voy a sacar nueve adelantos, neta.
Cada que lo oigo se hace más modesto.
¿Según la referencia es Matmos, neta?
Hace como que le está dando, neta.
Está cagado, parece Stand Up, neta.
Yo también quiero un pinche Lambo, neta.
¿Me quieren decir cuál es el plan completo?
Pues mira a Clay Matthews en el Lambeau, neta.
Y es un decir, para eso hay rangos, neta.
¿Su habilidad vale una camioneta y
Me están dejando con el cambio, neta?
Me sale plomo de los labios.
Como que se me... ¿sabes cómo?
Le damos diario, neta.
Quería el spot en donde está Boneta
Y me empecé a sentir del nabo, neta.
Mira con quién te estás juntando, neta.
No te vayan a poner un cuatro y des al tambo, neta wey.

Lo que es nomás, es un país de jodidos.
Pues se agarra uno de donde hay, de jodido ¿no?
Tal vez mejoré un poco allá el recorrido. ¿No?
Cuáles favores, pa' que me hayas corrido ¿no?
Se me subió a la cabeza como ron y corridos.
Si me aburro lo emano y me los doy de corrido.
Puse el tour en las manos de mis mejores amigos y
Cuando me ha costado llegar es cuando mejor me ha sabido.
Yo no sé ni qué vergas han oído o por qué andan como todos dolidos.
Lo voy a decir y es así de sencillo:
La estás cagando si no jodes conmigo, wey.
Nel, no me voy sin meter los nudillos.
Que me odien todos tipo Ernesto Zedillo.
Siento el rubor, lo que en el valle he movido.
Y aquí dejo el testimonio por si de alguien me olvido.

¿Cómo no has oído hablar del Sonido, ma
Mi? ¿Neta no has oído hablar de estos raps?
Todos mis fans ya saben qué pedo conmigo y
Que más que algún discurso es mantenerme leal.
Venga.
Son los tiempos.
Todos andamos movidos, mami.
Yo tampoco ya distingo qué es real.
Todo el crew ya sabe qué pedo conmigo.
Vatos, si les digo llego y llevo puros amigos.
Por las malas no te metas conmigo, mami.
No te vayas.
Sólo estaba escondido, mami.
Son las ansias, ve que apenas convivo.
Así que neta necesito que te vengas conmigo, mami.
Lo has notado y todo lo hago en mi estilo, mami.
Yo no te hablo, yo te saco el vestido, mami.
Obvio me gustas un chingo inclusive
Pero tengo mis motivos pa' dejarlo casual.
Venga.
Por la fuerza que estuvimos unidos, mami.
Cuando casi nos queríamos matar.
Chale, mi ex sabe qué pedo conmigo.
Pobre, me dio su cariño y eso acabó fatal.
Porque ahuevo tienes buenos motivos, mami.
Neta espero que un día encuentres tu hogar.
Digo, claro mis papás saben qué pedo conmigo.
Saben que nunca me rindo.
Me lo tienen prohibido.

Con dinero nuevo, con dinero bueno, con dinero que me dio este pedo.
Combiné el sombrero.
Por mis meros huevos.
Homie, ve el mugrero que eso llevo.
Con mi fe te elevo, con mi set de level.
Con mi ¿qué te llevo?
Tengo un vergo.
No hombre qué cerebro,
Homie ve ese verbo. ¿Cuánto crees que llevo siendo un terco?
Con la Tony nueva,
Con los Adi nuevos, con la Attack anclada en la mollera.
Según casi llegan, neta están de hueva.
Man, tus cats se caen a la primera."
Valentín Elizalde,Clave Privada,2010,True,,"Dicen que me andan buscando que me quieren agarrar,
ruéguenle a Dios no encontrarme porque les puede pesar,
mi gente se me enloquece cuando le ordeno matar.

Ya mucho tiempo fui pobre, mucha gente me a humillado,
empecé a ganar dinero, las cosas están volteadas,
ahora me llaman patrón, tengo mi clave privada.

Yo me paseo por Guasave en mi cheyene del año,
dos hombres en la cajuela con un cuerno en cada mano,
de vigilancia dos carros por si sucede algo extraño.

Voy a seguir trabajando mientras tenga compradores,
en los estados unidos allá existen los mejores,
compran cien kilos de polvo, como comprar unas flores.

Quiero mandar un saludo, a toditos los presentes,
amigos que están conmigo, y también a los ausentes,
brindemos por las mujeres, las llevo siempre en mi mente.

Mi orgullo es ser sinaloense, lo digo donde yo quiero,
estado de muchos gallos, que se encuentran prisioneros,
pero este gallo es más gallo, les canta en su gallinero.

Pongan cuidado señores, andan buscando la muerte,
el miedo no lo conozco, para eso no tuve suerte,
soy del cerca de Culiacán, tierra de puros valientes."
Voz De Mando,"La Hummer y El Camaro 2 ""la Revancha""",2010,True,,"Desde Sinaloa salieron bien armados
Con rumbo para la sierra de Durango
Cómo está, compadre, qué gusto mirarlo
Supe que venía pero no escoltado
No se vino solo, me traje un equipo
No quiero sorpresas prefiero estar listo
¿Listos para qué?, pa'l que vaya estorbando
Compadre, ¿qué pasa?, he venido a reforzarlo

A ver si lo entiendo, vino a reforzarme
Es que por ahí supe que quiere vengarse
Ese es mi problema, también es el mío
Porque yo también ando al 100 con el tío
Si la guerra es suya, pues también es mía
Mi gente es su gente y yo le hago esquina
En una ocasión usted salvó mi vida
Y volviera a hacerlo, si otra vez se necesita

Acepte, compadre, de acuerdo, usted gana
Voy a preparar la mejor emboscada
Hay diez oficinas que están ubicadas
Aquí están los mapas y las coordenadas
Perfecto, compadre, de esas yo me encargo
No olvido aquel día dentro del Camaro
Será la revancha de aquel atentado
Ahora va la mía, ahora yo soy el que ataco

Siempre a la orden, su compa Mario ""el Cachorro"" Delgado
Con escolta de guerra, compa
Con Voz De Mando
(Ya lo saben, bien pendientes)

Como 30 trocas llegan de sorpresa
Ni se dieron cuenta, venían entre brechas
Quiero que vigilen salidas y entradas
Copiado, compadre, ya van diez blindadas
Regrese a su puestos que me cubre el Barret
Le cubre y le cubre la espalda, compadre
Bien pilas plebada en uno y alerta
Y así de la nada salieron diez camionetas

Tronó un antitanque de ahí tres bazookasos
De los que estorbaban no quedó un pedazo
Tronaban granadas balas de 40
Misiles y barrets calibre 50
Ánimo plebada hay que salirle al toro
Animo plebada hay que darles con todo
Entre el tiroteo se escucha por los radios
Dimos con el blanco, ya lo tenemos rodeado

Al llegar al 20 cayó una espoleta
Tiró una granada y les voló la puerta
Donde estaba el hombre solo y sin salida
Le dio dos balazos y cayó en seguida
Lo agarró del cuello y le digo sonriente
Los hombres valientes se matan de frente
¿Por qué te sorprendes?, ¿por qué estás llorando?
Recibí el mensaje, soy el mismo del Camaro

Sonó el general, hora de retirarnos
Dijo el sinaloense y aquel de Durango
Si alguien viene herido que diga en caliente
Todos contestaron sin bajas mi jefe
Compadre otra vez estamos endeudados
Usted no se agüite y ajústelo al carro
Temían mi respuesta la hacían de muy vivos
Esta es por la Hummer y el Camaro azul deportivo"
Voz De Mando,El Macho y El Sangriento,2010,True,,"Pensé en dejar el negocio
Por razones personales
No fue por lo peligroso
Nunca me ha asustado nadie
Se lo digo a usted y a todos
Guachitos y a federales

Mi sargento como a estado
Aquí nomas de visita
Me contesto aquel soldado
Yo le solté una sonrisa
Le asusta andar desarmado
Y mirarnos de cerquita

Me dijo en tono de burla
Haber no que muy machito
No me diga que no le asusta
No traer a todo su equipo
O acaso ya ni saluda
Si no trae cuerno de disco

Ya que me estiro su brazo
Un saludo no se niega
Así fue y con la otra mano
Arranque de su pechera
Una granada de mano
Y le quite la espoleta

Agárrela bien mi compa
Usted sabrá si la suelta
Voy a decirle una cosa
No rango a mi no me llega
Sin equipo o sin pistola
Al MP lo respeta

Se lo pregunte de nuevo
Como me dijo que estaba
No tiemble mucho sargento
Que no le voy hacer nada
Yo no ocupo mi armamento
Pa poder hacerlo garras

Así es que bajen sus armas
Y no me apunten de nuevo
Mejor miren a su espalda
Pa que vean lo que estoy viendo
Son como 30 blindadas
Con bazookas y anti-aéreos

Puse pa atrás la espoleta
Y la granada donde estaba
Se la colgué en la pechera
Frente a todas las miradas
Les dije a mi me respetan
Y los corrí de volada

Luego me faje mi escuadra
Mi escuadra del caballito
Pechera y lanza granadas
Me puse todo el equipo
En uno listos plebada
Y me tercie un cuerno de disco

Por hoy sigo en Culiacán
Ahora que Dios los bendiga
Yo ya me quería calmar
Como ven nadie me humilla
Ahora me van aguantar
Yo soy macho aquí y en china"
Alemán,Knockout OG,2020,True,,"Uh-uh-uh

Ya explotó
¡Cómo no!
Como Mike Tyson, me pegó
Pero me subió, no me noqueó
Tan arriba que Dios me vio

Vivo o muerto, qué sé yo
No siento na en el corazón (no-no)
Si ya no quiero más amigos
Es culpa de la traición

Mejor solo fumo mi blunt
En el estudio de grabación
Yo dirijo la película: luces, cámara, acción

Soy un éxito de taquilla
Una secuela de terror
Esto es solo para adultos
Niños, aténganse, por favor

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

I did it all for the nookie
Bien maldito como Chucky
No me hagan enojar
Porque ando todo stupid

Ando con todo mi gang
Con mis perras y mis putis
Bien la vamos a pasar
Traigo polvos tutti frutti

Si quiero te hago un drive by
Con la Uzi en la Suzuki
En mi clica puro OG
Aprende, mijo, tú estás rookie

Esto es de puro de hustlear
Aquí nada fue por lucky
Mucha feria voa aventar
Mami, tú mueve ese booty

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

Fuck!
(Fuck, fuck, fuck)

Estos haters tan odiándome
No saben qué show
Que tengo a su perra dándome
En el carro un blow

Me la paso intoxicándome
Ya no sé quién soy
Mirando hacia las estrellas
Voy arriba del Roll Royce

Y ya explotó
¡Cómo no!
Como Mike Tyson me pegó
Pero me subió, no me noqueó
Tan arriba que Dios me vio

Vivo o muerto, qué sé yo
No siento na en el corazón
Si ya no quiero más amigos
Es culpa de la traición

Woh-oh-oh-oh
Woh-oh-oh-oh
Woh-oh-oh-oh
Woh-oh-oh-oh"
Bad Bunny,Café Con Ron,2020,True,,"Por la mañana café, por la tarde ron
Ya estamo' en la calle, sal de tu balcón
Por la mañana café, por la tarde ron
Ya estamo' en la calle, sal de tu balcón

De Arecibo hasta Ponce, de Fajardo a Rincón
Es la voz de todo un barrio desde Almirante a Frontón
(Por la mañana café, por la tarde ron)
(Ya estamo' en la calle, sal de tu balcón)
Que lo bailen en Lloren, que lo bailen en Canale'
Hoy voy pa' la carretera con to' mis anormale'
(Por la mañana café, por la tarde ron)
(Ya estamo' en la calle, sal de tu balcón)
Hoy yo no quiero dormir, lo que quiero yo
Es amanеcerme y bebеrme un galón
(Por la mañana café, por la tarde ron)
(Ya estamo' en la ca—)

Brother, yo no sé ni cómo llegué a casa anoche
Clase 'e loquera y hoy me están tirando de nuevo pa' bajar pa'llá
Pero yo creo que hoy sí que, acho, pichaera, que no me esperen, por—

El humo empañó el camino y no pude recordar
El camino pa' mi casa, hoy me vuelves a invitar
Yo me iba a quedar tranquilo, pero si quiere' vacilar
Sube tú pa' la montaña porque hoy yo me quedo acá
Ven subiendo, ven subiendo
Que no le vamo' a bajar
Sube tú pa' la montaña, hoy yo me quedo acá
Ven subiendo, ven subiendo
Que no le vamo' a bajar
Sube tú pa' la montaña
Hoy yo me quedo acá (Dile, dile, dile algo)
Allá abajo (Allá abajo), allá abajo (Allá abajo)
No se me ha perdido na' (Na')
Están arriba en el monte los código' de verdad
(Suban pa'cá pa' que vean)
Ven subiendo (¿Qué?), ven subiendo (Ey, ey)
Que no le vamo' a bajar
Sube tú pa' la montaña
Hoy yo me quedo acá (¿Qué se hace hoy?, ¿qué se hace hoy?)
Hoy se bebe, hoy se bebe y nadie nos va a parar
El samurai está en brillo y el combo va a chinchorrear
(Ponle, ponle, ponle, ponle, ponle)
Ven subiendo (Vamo'), ven subiendo (Dale pa'cá)
Que no le vamo' a bajar (No le vamo' a bajar)
Sube tú pa' la montaña, hoy yo me quedo acá
Ey, ten cuida'o, ten cuida'o (Uy) cuando te toque bajar
Que no te vaya' por risco y te tengamos que buscar
(Yo te vo'a decir algo pa' que sepa')
En el monte hoy se rompe
Desde que sale el sol hasta que se esconde
En el monte hoy se rompe
Chillando goma, botando humo, dale, ponle
En el monte hoy se rompe
Suban pa'cá pa' que sientan el torque
En el monte hoy se rompe
Me vo'a dar otra en lo que los muchacho' hacen el corte"
Bad Bunny,Veldá,2020,True,,"Bellaquita
Bellaquita
Ey, yo, es Ousi
Dei V, Underwater

Me diste follow y te di follow back
Me diste like y yo te di dos pa atrás
Toma, al otro día me pusiste en los Close Friends
Eso es lo que tú quieres, ma

Voy pal DM, de espalda, de lao o de frente
En toa' las fotitos se ve bien
Mami, te lo doy ahora y después también
Subió una story cerca, estoy que le llego a pie, еh

Oh, ma, yo quiero que tú seas mi loba
Tú mе tiene' a mí en la cuerda floja
Woh-oh, si nos vamo underwater, te moja'
Yo te vo a comer como una luz roja

Y dale, actívate
¿Que quién va a pagar hoy?
Ma, tú olvídate
Tú te viene', yo voy
Dale, sígueme
Con ese culo embuste de anime
Ma, de anime

Dale, actívate
¿Que quién va a pagar hoy?
Baby, olvídate
¿Tú te viene' o yo voy?
Dale, sígueme
Esto es lo que estabas buscando
Mi mensaje bellaqueando

Vamo a ver si es verdad, eh
Vamo a ver si es verdad
Vamo a ver si es verdad
Vamo a ver si es verdad
Bebé, vamo a ver si es verdad
Vamo a ver si es verdad

Baby, tú lo haces como si supieras
Hasta tú te pondrías bellaca si con mis ojos te vieras, te vieras

Ey, tú y yo nos vamos a ver, nos vamo a conocer
Vamo a bailar, vamo a beber
A bellaquear, después coger
Tú te va' a hookear y esto se va a joder
Vamo a terminar mal, sí

Porque yo soy un problema
Y porque tú estás buena
Pero yo tengo mi nena
La que no suelto, pero tú esás suelta, sí
Pero tú estás suel–, pero–pero tú estás suelta

Ey, tú eres una pitcher, mami, pero yo me crié en la loma
Tú va' a soñar conmigo después que te la coma
Yo bajo pa tu barrio low–key en la Tacoma
O si no en la Lambo en una movie cabrona

Ey, chequéate el AP, nunca se va de hora
Por eso ningún culo me ajora, embuste
Estoy que te preño ahora
Bellaquita

Le llegó bien loca como una gringa en La Perla
Baby, te habla Ousi, un placer conocerla
Ando con Bad Bo, con Dei V, tú con tus girlas
Y no sé si es la yerba, pero tú tiene'

Los ojo' chiquitito', como si fuera Don
Te pasé la lengua como sellando el blunt
Baby, tú te sueltas con el tequi y limón
Eso atrás bien grande, bebé, como una Yukon

Cierra los ojos y piénsame
Yo estoy bebiendo y también quemé
Ella quiere un mensaje que diga: ""ven""
Yo me paso mirando ese culito en internet

Baby, ese culo es de bichota
Y yo siempre quise ser bichote
Vámono' pa onde no se note
Que cuando yo te azote, ey

Vamo a ver si es verdad
Vamo a ver si es verdad
Vamo a ver si es verdad
Vamo a ver si es verdad
Eh-eh, vamo a ver si es verdad
Vamo a ver si es verdad

Baby, tú lo haces como si supieras
Hasta tú te pondrías bellaca si con mis ojos te vieras, te vieras

¿Qué?
Bebé, a mí me dijeron que tú metes mano
¿Quiénes son?
Los que comandan una nueva generación
La liga multiplatino
Bad Bunny, Dei V, Omar Courtz
Tú sabes, los ídolos tuyos
Seguramente te estás preguntando cómo lo hacen
Tienen que apretar, ¡bum!

Ey, yeah-yeah, ey
Cierra los ojos y piénsame, ey
Yo estoy bebiendo y también quemé
Ella quiere un mensaje que diga: ""ven""
Yo me paso mirando ese culito en internet"
Bad Bunny,La Mudanza,2020,True,,"Benito, hijo de Benito, le decían ""Tito""
El mayor de seis trabajando desde chamaquito
Guiando camiones como el pa y el abuelo
Aunque su sueño siempre fue ser ingeniero
Un día Tonito lo invitó pa hacer una mudanza
Pa buscarse alguito, par de pesos, pa algo alcanza
Gracias a Dios que ese día no estaba busy
Porque en la mudanza fue donde conoció a Lisy
La menor de tres que se criaron con doña Juanita
Porque su papá y mamá partieron estando chiquita
Prometió graduarse antes de casarse y lo cumplió
Diciembre del nueve do', con Tito se casó
Ante de irse pa Almirante, donde se conocieron
Vivieron en Morovis, en donde hicieron al nene
Que en Bayamón por primera vez vieron
Un aplauso pa mami y papi porque en verdá rompieron
Hum
Hija, diabla
¡Rumba!
Gracias, mami, por parirme aquí
Jeh, ey
El mejor de la nueva porque me crie en la vieja
Gracias a mami y papi por to lo' jalone'e oreja
Nunca me han visto en la calle ni en los podcast' dando queja'
Tratan de medir fuerza y no pueden ni en pareja'
Calle Sol, calle Luna, estrella en la noche oscura
Yo no canto reggae, pero soy cultura
De Borinquen, PR, archipiélago perfecto
En el mundo entero ya conocen mi dialecto, mi jerga
A mí me importa un bicho lo que a ti te vale verga
Aquí mataron gente por sacar la bandera
Por eso es que ahora yo la llevo donde quiera, cabrón, ¿qué fue? (Ja)
Está peligroso
Si mañana muero, yo espero que nunca olviden mi rostro
Y pongan un tema mío el día que traigan a Hostos
En la caja, la bandera azul clarito
Y que recuerden que siempre fui yo, siempre fui Benito
¿Meterle más que yo? ¿Tú eres loco?
Na, cabrón, tú eres loco
Lo que tú diga' me importa poco
A mí me quieren como a Tito y soy serio como Cotto
Lugia, Ho-Oh
Cabrón, yo soy legendario
Le meto con cojone y con ovario'
Millonario sin dejar de ser del barrio, pa que sepa
Aprieta, chamaquito, aprieta
De aquí nadie me saca, de aquí yo no me muevo
Dile que esta es mi casa, donde nació mi abuelo
De aquí nadie me saca, de aquí yo no me muevo
Dile que esta es mi casa, donde nació mi abuelo
Yo soy de P fuckin' R (¡ah!)
¿Cómo?, dile, Diego, dice
Yo soy de P fuckin' R
Ay, vamo a ver, vamo a ver, dale, métele pa'cá
Ey, ey, ey, ey
Yo soy de P fuckin' R
Uy
Ahora, ahora, ahora
Yo soy de P fuckin' R
¡Viva!
"
Bad Bunny,Eoo,2020,True,,"Ella viene por ahí y nunca llega sola, so-so-so-so—
Ella nunca llega sola
To' los bandi-bandido' le sueltan las pistola', pa-pa-pa-pa—
Esta es noche lo que hay-hay-hay-hay-hay (Dice)
Perreo, baby (Sobeteo, baby)
Tra-tra, baby (Hasta abajo, baby)
En la disco, baby (Yo te cojo, baby)
Tra-tra, baby (Tra-tra, baby)
Perreo, baby (Sobeteo, baby)
Tra-tra, baby (Hasta abajo, baby)
En la disco, baby (Yo te cojo, baby)
Ey (Tra-tra, baby), ey (Tra-tra, baby)
Yo se la mamo y se pone contenta
Está wheeleá' y ya cumplió los 30
Después de las 12 no los cuenta
No la llame' en el jangueo si no quiere' que mienta
'Tás escuchando al número uno en venta'
Por eso con nosotro' nadiе inventa
Me siento como un bichotе en los 90
Lo tengo para'o, ven pa' que lo sienta'
Dale, mami, pégate (¡Ah!), vírate
Si me mira' mucho, sabe' que voy a besarte
Dale, mami, pégate (¡Ah!), vírate
Si te beso y me lo agarra', entonce' vo'a llevarte
Mira, puñeta, no me quiten el pe-pe-pe-pe-pe-pe-pe—
Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí si me ve' por ahí
Mami, yo sé que tú te vuelve' loca cuando el perreo te azota
Pero obliga'o tú te acuerda' de mí, de cuando te di
Perreo, baby, tra-tra, baby
En la disco, baby, vamo' a darle, baby
Hasta abajo, baby, no te quite', baby
Bellaqueo, baby, tú y yo solos, baby
Perreo, baby, tra-tra, baby
En la disco, baby, te lo meto, baby
Aquí mismo, baby, delante de tu baby
Te compro la BM y también el AP
Ey, te doy de'o bailando, mami, estoy testing (Dale), ey
Tráete a tu bestie (Uh), que a la do' le bajamo' el panty (Tra)
Tiene a 20 en lista 'e waiting (Dale)
Te lo tiro en la espalda, body painting (¡Oh!)
Rompiendo la calle desde los twenty
Anda cazando, no está dating
Rompe la calle siempre que sale
Mami, tú 'tá fit, vo'a lamberte lo' abdominale'
Rompe la calle siempre que sale
Me gusta' porque tú y yo somo' iguale'
Siempre queremo' perreo, -eo
Tú y yo 'tamo envuelto' en el bellaqueo
Cuando nos ponen perreo, -eo, ey
No me ronquen, cabrone', que acá no lo' veo
'Tás escuchando música de Puerto Rico, cabrón
Nosotro' nos criamo' escuchando y cantando esto
En los caserío', en los barrio'
Desde los 90 hasta el 2000 por siempre
Y ando con el mejor de to' los tiempo, Tainy
Y yo no tengo que roncar, ustedes saben ya
Yeah-yeah-yeah-yeah, yeah-yeah-yeah-yeah
Bad Bunny, baby, Bad Bunny, baby, eh
Tainy, Tainy, Tainy, Tainy
Chequéate la historia
"
Bad Bunny,Bokete,2020,True,,"Eh, se-
6 p.m. frente a el río
Viéndono' los corazone'
La agua va cayendo
Pregunto sin contestacione'

Mis sentimiento' cambian como estacione'
Y aunque en PR todo el tiempo es verano
Estoy pasando frío, escuchando esta' cancione'
Pensando en ti pero, no te emocione'

Porque, no te voa' escribir
Cuál de los dos es quien más va a sufrir
No sé, pero ojalá que seas tú, ojalá que seas tú
Pa' mi que va' ser tú

Ya ni quiero competir
Tu ere' linda pero te gusta mentir
Quédate en tu viaje, que cuando aterrices
Nadie va a aplaudir, ey

Un día va' ponerte vieja
Va' mirar pa' atrás y te va' a arrepentir
De to' lo más real que has tenido en tu vida
Lo dejaste ir

Ey, ey, tú ere' un bokete en PR
Por eso es que te esquivo
Ya no hay más poemas pa' ti
Este es el último que escribo

A veces vienen los flashback, tu y yo chingando agresivo
Te iba a llevar pa Maya y no llegaste ni a Arecibo

La invitación de la playita se venció
Lo mejor de nosotros nadie lo vió
O quizás fue que la vida nos mintió
Y tocó decir adiós

Y vivir como vivía, antes de conocerte
Viendo fotitos tuyas, probando si soy fuerte
Las olas con el viento, los perros y la suerte
Tenía miedo a perderte, pero no más que a la muerte
Y estoy vivo

Gracias a Dios estoy vivo, eso es lo que importa
Yo me he enamorao' 515 vece'
Y contigo son 516
So, eso no es na' nuevo
Toca seguir, pichar y olvidar
Y más adelante si hay que enamorarnos de nuevo nos volvemo' a enamorar
Tú sabe' que a mí me gusta estar así
Enamorao', pero

Ya ni quiero competir
Tu eres linda pero te gusta mentir
Quédate en tu viaje
Que cuando aterrices nadie va a aplaudir, ey

Un día va' a ponerte vieja
Va' a mirar pa' atrás y te va' arrepentir
De to' lo más real que has tenido en tu vida
Lo dejaste ir"
Belinda,La Cuadrada,2020,True,,"No digas que no te traigo loquito
Luego luego se te nota en los ojitos
Cuando no me ves, andas agüitadito
Te traigo enchulao como diría Benito

Me gusta que pases por mí en la cuadrada
Interiores rojos, bien polarizada
Combina muy bien con mi vestido Valentino
Que se ve mejor cuando tú estás conmigo, oh

Mami, dale, sabes que me vuelves loco
Ahí te voy, te cumplo tus antojos
A 200, ahí te llego en corto
Sin tanto rollo

Mami, ya estás lista vámonos pa'l party
Si quieres, me prendo uno de mari
Ojos rojos igual que el Ferrari
Ya te la sabi

Tito Double P, Beli bélica
En la cuadrada, mijo
Ay, mamá

Me veo bien coquette siempre de etiquette
Tráete un buen tequila y una de Moët
Sigue beliqueando
Que yo sigo perreando

Me gusta pasar por ti en la cuadrada
Interiores rojos, bien polarizada
Beli-beliqueando
Y tú sigue' perreando

Papi, sabes que a veces me pongo loca
Te escondo las llaves de la troca
Cuando siento que traes otra morra
Soy belicona

Mami, ya estás lista vámonos pa'l party
Si quieres, me prendo uno de mari
Ojos rojos igual que el Ferrari
Ya te la sabi
Ya te la sabi

Bélico, pero no tanto, mijo"
